id,0
0,1
1,0
2,1
3,1
4,0
5,1
6,0
7,0
8,0
9,0
10,0
11,1
12,1
13,1
14,0
15,1
16,1
17,1
18,0
19,0
20,1
21,1
22,0
23,1
24,0
25,0
26,0
27,1
28,1
29,0
30,1
31,1
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,1
40,0
41,0
42,0
43,1
44,1
45,0
46,0
47,1
48,1
49,1
50,1
51,0
52,0
53,0
54,0
55,1
56,1
57,0
58,1
59,1
60,0
61,0
62,0
63,1
64,0
65,1
66,1
67,1
68,0
69,0
70,1
71,1
72,1
73,0
74,1
75,0
76,1
77,0
78,1
79,1
80,0
81,0
82,1
83,1
84,0
85,0
86,1
87,0
88,0
89,1
90,1
91,0
92,1
93,0
94,0
95,1
96,1
97,1
98,0
99,0
100,1
101,0
102,0
103,0
104,1
105,1
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,1
114,0
115,1
116,0
117,1
118,1
119,1
120,0
121,0
122,0
123,0
124,1
125,0
126,1
127,1
128,1
129,1
130,0
131,0
132,0
133,1
134,1
135,1
136,0
137,1
138,0
139,0
140,1
141,1
142,0
143,0
144,1
145,0
146,0
147,0
148,1
149,1
150,1
151,1
152,1
153,0
154,0
155,0
156,1
157,1
158,1
159,0
160,0
161,1
162,1
163,1
164,1
165,0
166,0
167,0
168,1
169,0
170,1
171,1
172,1
173,1
174,1
175,0
176,1
177,1
178,0
179,0
180,0
181,1
182,1
183,1
184,1
185,1
186,1
187,0
188,1
189,0
190,1
191,1
192,0
193,1
194,0
195,0
196,1
197,1
198,1
199,1
200,0
201,1
202,1
203,0
204,0
205,0
206,0
207,0
208,1
209,1
210,1
211,0
212,1
213,1
214,0
215,0
216,1
217,0
218,1
219,1
220,1
221,1
222,0
223,1
224,1
225,0
226,0
227,0
228,0
229,0
230,1
231,1
232,0
233,1
234,0
235,0
236,1
237,1
238,0
239,0
240,0
241,1
242,0
243,0
244,1
245,0
246,1
247,1
248,1
249,1
250,0
251,1
252,0
253,0
254,1
255,0
256,1
257,0
258,1
259,0
260,1
261,0
262,1
263,1
264,0
265,0
266,1
267,0
268,1
269,0
270,1
271,1
272,0
273,0
274,0
275,1
276,0
277,0
278,0
279,0
280,1
281,0
282,1
283,0
284,1
285,1
286,0
287,1
288,1
289,0
290,0
291,0
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,0
300,1
301,0
302,0
303,1
304,1
305,1
306,1
307,0
308,0
309,1
310,0
311,1
312,0
313,1
314,0
315,1
316,1
317,0
318,0
319,1
320,0
321,1
322,1
323,0
324,0
325,0
326,1
327,1
328,0
329,1
330,0
331,0
332,1
333,0
334,1
335,1
336,1
337,1
338,1
339,1
340,0
341,1
342,1
343,0
344,1
345,1
346,0
347,1
348,0
349,1
350,1
351,0
352,0
353,0
354,1
355,1
356,0
357,0
358,1
359,0
360,1
361,1
362,0
363,1
364,0
365,1
366,1
367,1
368,1
369,1
370,0
371,1
372,0
373,1
374,1
375,1
376,1
377,1
378,1
379,0
380,0
381,1
382,0
383,0
384,0
385,1
386,0
387,1
388,1
389,0
390,1
391,1
392,1
393,1
394,0
395,1
396,0
397,0
398,1
399,0
400,1
401,1
402,0
403,0
404,0
405,1
406,0
407,1
408,0
409,1
410,1
411,1
412,0
413,1
414,0
415,1
416,0
417,1
418,1
419,1
420,0
421,1
422,1
423,0
424,0
425,0
426,0
427,0
428,1
429,1
430,0
431,1
432,1
433,0
434,1
435,0
436,0
437,1
438,0
439,0
440,0
441,0
442,1
443,1
444,0
445,0
446,1
447,0
448,0
449,0
450,0
451,1
452,1
453,0
454,1
455,0
456,1
457,1
458,1
459,1
460,0
461,1
462,1
463,1
464,1
465,1
466,1
467,0
468,1
469,0
470,0
471,1
472,1
473,1
474,0
475,1
476,1
477,1
478,0
479,0
480,0
481,0
482,0
483,1
484,1
485,0
486,0
487,0
488,1
489,1
490,0
491,1
492,1
493,0
494,1
495,0
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,0
507,0
508,0
509,0
510,0
511,1
512,1
513,1
514,0
515,1
516,1
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,1
525,0
526,1
527,0
528,0
529,0
530,1
531,1
532,0
533,1
534,1
535,1
536,1
537,1
538,1
539,0
540,0
541,0
542,1
543,0
544,0
545,0
546,1
547,0
548,1
549,1
550,1
551,1
552,1
553,0
554,0
555,1
556,1
557,0
558,1
559,1
560,0
561,1
562,0
563,0
564,0
565,0
566,1
567,0
568,1
569,1
570,1
571,1
572,0
573,0
574,0
575,0
576,1
577,1
578,0
579,0
580,1
581,1
582,1
583,0
584,1
585,0
586,1
587,0
588,0
589,1
590,1
591,0
592,0
593,1
594,0
595,1
596,0
597,1
598,1
599,0
600,0
601,0
602,0
603,1
604,0
605,1
606,1
607,1
608,0
609,1
610,0
611,0
612,0
613,1
614,0
615,1
616,1
617,0
618,0
619,0
620,0
621,0
622,1
623,1
624,1
625,1
626,0
627,1
628,0
629,1
630,1
631,1
632,0
633,1
634,0
635,1
636,0
637,0
638,1
639,0
640,1
641,1
642,1
643,0
644,1
645,0
646,1
647,0
648,1
649,0
650,1
651,1
652,1
653,1
654,1
655,0
656,0
657,1
658,0
659,0
660,0
661,0
662,1
663,1
664,0
665,1
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,1
674,1
675,0
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,0
685,1
686,0
687,0
688,0
689,1
690,0
691,1
692,1
693,0
694,0
695,1
696,1
697,1
698,0
699,0
700,1
701,0
702,1
703,0
704,1
705,0
706,0
707,0
708,0
709,1
710,0
711,1
712,1
713,1
714,0
715,1
716,0
717,0
718,0
719,1
720,1
721,0
722,0
723,0
724,1
725,0
726,1
727,0
728,1
729,1
730,1
731,1
732,0
733,1
734,1
735,1
736,1
737,0
738,1
739,0
740,0
741,1
742,0
743,0
744,1
745,0
746,0
747,0
748,1
749,1
750,1
751,1
752,0
753,1
754,1
755,0
756,0
757,1
758,0
759,0
760,1
761,0
762,1
763,0
764,0
765,0
766,1
767,0
768,0
769,0
770,0
771,1
772,1
773,1
774,0
775,0
776,0
777,0
778,1
779,0
780,1
781,0
782,0
783,0
784,0
785,1
786,1
787,0
788,1
789,1
790,0
791,1
792,0
793,1
794,0
795,0
796,1
797,0
798,0
799,1
800,0
801,1
802,0
803,0
804,1
805,0
806,1
807,1
808,1
809,0
810,0
811,0
812,0
813,1
814,0
815,1
816,0
817,1
818,1
819,0
820,0
821,0
822,0
823,0
824,0
825,1
826,1
827,0
828,1
829,1
830,0
831,0
832,0
833,1
834,1
835,1
836,0
837,1
838,0
839,1
840,0
841,1
842,1
843,1
844,1
845,1
846,1
847,0
848,1
849,1
850,0
851,0
852,1
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,1
864,1
865,1
866,1
867,0
868,1
869,1
870,0
871,0
872,1
873,1
874,0
875,0
876,1
877,0
878,0
879,1
880,1
881,0
882,0
883,0
884,1
885,0
886,0
887,0
888,0
889,1
890,1
891,1
892,0
893,1
894,0
895,1
896,1
897,1
898,1
899,1
900,0
901,0
902,1
903,1
904,0
905,0
906,1
907,0
908,1
909,1
910,0
911,0
912,1
913,0
914,1
915,1
916,1
917,1
918,0
919,0
920,0
921,0
922,0
923,1
924,0
925,1
926,1
927,0
928,0
929,1
930,1
931,0
932,0
933,1
934,0
935,0
936,1
937,0
938,1
939,1
940,0
941,0
942,1
943,1
944,1
945,0
946,0
947,1
948,1
949,1
950,1
951,0
952,1
953,1
954,1
955,0
956,1
957,1
958,0
959,0
960,1
961,1
962,1
963,0
964,0
965,0
966,1
967,1
968,1
969,0
970,1
971,1
972,0
973,1
974,0
975,0
976,0
977,1
978,1
979,1
980,1
981,1
982,0
983,1
984,0
985,1
986,1
987,1
988,1
989,1
990,0
991,0
992,0
993,0
994,0
995,1
996,1
997,1
998,1
999,0
1000,1
1001,0
1002,0
1003,1
1004,0
1005,1
1006,0
1007,1
1008,0
1009,1
1010,1
1011,0
1012,0
1013,0
1014,0
1015,1
1016,0
1017,1
1018,0
1019,1
1020,0
1021,0
1022,1
1023,1
1024,0
1025,0
1026,1
1027,1
1028,0
1029,1
1030,0
1031,0
1032,1
1033,0
1034,1
1035,1
1036,0
1037,0
1038,1
1039,0
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,0
1047,1
1048,0
1049,1
1050,0
1051,0
1052,1
1053,1
1054,1
1055,0
1056,0
1057,1
1058,0
1059,0
1060,0
1061,1
1062,0
1063,1
1064,0
1065,1
1066,0
1067,1
1068,1
1069,1
1070,1
1071,0
1072,1
1073,0
1074,1
1075,1
1076,0
1077,1
1078,0
1079,1
1080,1
1081,0
1082,0
1083,0
1084,1
1085,0
1086,0
1087,0
1088,0
1089,0
1090,1
1091,0
1092,1
1093,1
1094,0
1095,1
1096,0
1097,1
1098,0
1099,1
1100,1
1101,1
1102,1
1103,0
1104,0
1105,1
1106,0
1107,1
1108,0
1109,1
1110,1
1111,0
1112,1
1113,1
1114,1
1115,1
1116,1
1117,0
1118,0
1119,0
1120,1
1121,0
1122,0
1123,1
